No,date,Lottery_result,hundreds_place,tens_place,ones_place
170,2005/8/29,787,7,8,7
171,2005/8/30,439,4,3,9
172,2005/8/31,60,0,6,0
173,2005/9/1,948,9,4,8
174,2005/9/2,917,9,1,7
175,2005/9/5,792,7,9,2
176,2005/9/6,353,3,5,3
177,2005/9/7,57,0,5,7
178,2005/9/8,633,6,3,3
179,2005/9/9,722,7,2,2
180,2005/9/12,775,7,7,5
181,2005/9/13,839,8,3,9
182,2005/9/14,59,0,5,9
183,2005/9/15,975,9,7,5
184,2005/9/16,638,6,3,8
185,2005/9/19,927,9,2,7
186,2005/9/20,784,7,8,4
187,2005/9/21,198,1,9,8
188,2005/9/22,896,8,9,6
189,2005/9/23,823,8,2,3
190,2005/9/26,554,5,5,4
191,2005/9/27,138,1,3,8
192,2005/9/28,783,7,8,3
193,2005/9/29,852,8,5,2
194,2005/9/30,542,5,4,2
195,2005/10/3,571,5,7,1
196,2005/10/4,193,1,9,3
197,2005/10/5,928,9,2,8
198,2005/10/6,616,6,1,6
199,2005/10/7,26,0,2,6
200,2005/10/10,968,9,6,8
201,2005/10/11,175,1,7,5
202,2005/10/12,990,9,9,0
203,2005/10/13,871,8,7,1
204,2005/10/14,673,6,7,3
205,2005/10/17,269,2,6,9
206,2005/10/18,448,4,4,8
207,2005/10/19,288,2,8,8
208,2005/10/20,775,7,7,5
209,2005/10/21,650,6,5,0
210,2005/10/24,832,8,3,2
211,2005/10/25,741,7,4,1
212,2005/10/26,237,2,3,7
213,2005/10/27,797,7,9,7
214,2005/10/28,461,4,6,1
215,2005/10/31,453,4,5,3
216,2005/11/1,15,0,1,5
217,2005/11/2,97,0,9,7
218,2005/11/3,918,9,1,8
219,2005/11/4,357,3,5,7
220,2005/11/7,559,5,5,9
221,2005/11/8,180,1,8,0
222,2005/11/9,538,5,3,8
223,2005/11/10,906,9,0,6
224,2005/11/11,808,8,0,8
225,2005/11/14,639,6,3,9
226,2005/11/15,948,9,4,8
227,2005/11/16,893,8,9,3
228,2005/11/17,533,5,3,3
229,2005/11/18,47,0,4,7
230,2005/11/21,844,8,4,4
231,2005/11/22,678,6,7,8
232,2005/11/23,469,4,6,9
233,2005/11/24,449,4,4,9
234,2005/11/25,924,9,2,4
235,2005/11/28,759,7,5,9
236,2005/11/29,855,8,5,5
237,2005/11/30,104,1,0,4
238,2005/12/1,463,4,6,3
239,2005/12/2,477,4,7,7
240,2005/12/5,692,6,9,2
241,2005/12/6,803,8,0,3
242,2005/12/7,280,2,8,0
243,2005/12/8,101,1,0,1
244,2005/12/9,347,3,4,7
245,2005/12/12,846,8,4,6
246,2005/12/13,792,7,9,2
247,2005/12/14,610,6,1,0
248,2005/12/15,161,1,6,1
249,2005/12/16,257,2,5,7
250,2005/12/19,28,0,2,8
251,2005/12/20,33,0,3,3
252,2005/12/21,863,8,6,3
253,2005/12/22,164,1,6,4
254,2005/12/23,616,6,1,6
255,2005/12/26,916,9,1,6
256,2005/12/27,836,8,3,6
257,2005/12/28,646,6,4,6
258,2005/12/29,908,9,0,8
259,2005/12/30,62,0,6,2
