No,date,Lottery_result,hundreds_place,tens_place,ones_place
97,2014/5/20,281,2,8,1
98,2014/5/21,746,7,4,6
99,2014/5/22,433,4,3,3
100,2014/5/23,34,0,3,4
101,2014/5/26,86,0,8,6
102,2014/5/27,845,8,4,5
103,2014/5/28,474,4,7,4
104,2014/5/29,761,7,6,1
105,2014/5/30,839,8,3,9
106,2014/6/2,468,4,6,8
107,2014/6/3,327,3,2,7
108,2014/6/4,769,7,6,9
109,2014/6/5,790,7,9,0
110,2014/6/6,928,9,2,8
111,2014/6/9,620,6,2,0
112,2014/6/10,431,4,3,1
113,2014/6/11,334,3,3,4
114,2014/6/12,429,4,2,9
115,2014/6/13,690,6,9,0
116,2014/6/16,797,7,9,7
117,2014/6/17,226,2,2,6
118,2014/6/18,84,0,8,4
119,2014/6/19,568,5,6,8
120,2014/6/20,644,6,4,4
121,2014/6/23,338,3,3,8
122,2014/6/24,955,9,5,5
123,2014/6/25,732,7,3,2
124,2014/6/26,101,1,0,1
125,2014/6/27,785,7,8,5
126,2014/6/30,92,0,9,2
127,2014/7/1,571,5,7,1
128,2014/7/2,953,9,5,3
129,2014/7/3,307,3,0,7
130,2014/7/4,583,5,8,3
131,2014/7/7,76,0,7,6
132,2014/7/8,856,8,5,6
133,2014/7/9,389,3,8,9
134,2014/7/10,647,6,4,7
135,2014/7/11,398,3,9,8
136,2014/7/14,61,0,6,1
137,2014/7/15,495,4,9,5
138,2014/7/16,239,2,3,9
139,2014/7/17,621,6,2,1
140,2014/7/18,790,7,9,0
141,2014/7/21,954,9,5,4
142,2014/7/22,197,1,9,7
143,2014/7/23,59,0,5,9
144,2014/7/24,70,0,7,0
145,2014/7/25,498,4,9,8
146,2014/7/28,190,1,9,0
147,2014/7/29,234,2,3,4
148,2014/7/30,392,3,9,2
149,2014/7/31,649,6,4,9
150,2014/8/1,940,9,4,0
151,2014/8/4,764,7,6,4
152,2014/8/5,955,9,5,5
153,2014/8/6,933,9,3,3
154,2014/8/7,857,8,5,7
155,2014/8/8,31,0,3,1
156,2014/8/11,793,7,9,3
157,2014/8/12,448,4,4,8
158,2014/8/13,528,5,2,8
159,2014/8/14,371,3,7,1
160,2014/8/15,122,1,2,2
161,2014/8/18,425,4,2,5
162,2014/8/19,701,7,0,1
163,2014/8/20,852,8,5,2
164,2014/8/21,59,0,5,9
165,2014/8/22,685,6,8,5
166,2014/8/25,105,1,0,5
167,2014/8/26,958,9,5,8
168,2014/8/27,314,3,1,4
169,2014/8/28,376,3,7,6
170,2014/8/29,653,6,5,3
171,2014/9/1,151,1,5,1
172,2014/9/2,721,7,2,1
173,2014/9/3,58,0,5,8
174,2014/9/4,586,5,8,6
175,2014/9/5,621,6,2,1
176,2014/9/8,802,8,0,2
177,2014/9/9,983,9,8,3
178,2014/9/10,816,8,1,6
179,2014/9/11,644,6,4,4
180,2014/9/12,249,2,4,9
181,2014/9/15,509,5,0,9
182,2014/9/16,289,2,8,9
183,2014/9/17,927,9,2,7
184,2014/9/18,498,4,9,8
185,2014/9/19,181,1,8,1
186,2014/9/22,174,1,7,4
187,2014/9/23,468,4,6,8
188,2014/9/24,697,6,9,7
189,2014/9/25,113,1,1,3
190,2014/9/26,517,5,1,7
191,2014/9/29,786,7,8,6
192,2014/9/30,66,0,6,6
193,2014/10/1,354,3,5,4
194,2014/10/2,45,0,4,5
195,2014/10/3,745,7,4,5
196,2014/10/6,65,0,6,5
197,2014/10/7,890,8,9,0
198,2014/10/8,148,1,4,8
199,2014/10/9,178,1,7,8
200,2014/10/10,782,7,8,2
201,2014/10/13,509,5,0,9
202,2014/10/14,369,3,6,9
203,2014/10/15,893,8,9,3
204,2014/10/16,963,9,6,3
205,2014/10/17,908,9,0,8
206,2014/10/20,717,7,1,7
207,2014/10/21,404,4,0,4
208,2014/10/22,373,3,7,3
209,2014/10/23,336,3,3,6
210,2014/10/24,799,7,9,9
211,2014/10/27,444,4,4,4
212,2014/10/28,260,2,6,0
213,2014/10/29,9,0,0,0
214,2014/10/30,274,2,7,4
215,2014/10/31,885,8,8,5
216,2014/11/3,40,0,4,0
217,2014/11/4,832,8,3,2
218,2014/11/5,861,8,6,1
219,2014/11/6,551,5,5,1
220,2014/11/7,866,8,6,6
221,2014/11/10,611,6,1,1
222,2014/11/11,181,1,8,1
223,2014/11/12,112,1,1,2
224,2014/11/13,277,2,7,7
225,2014/11/14,194,1,9,4
226,2014/11/17,335,3,3,5
227,2014/11/18,618,6,1,8
228,2014/11/19,95,0,9,5
229,2014/11/20,536,5,3,6
230,2014/11/21,426,4,2,6
231,2014/11/24,0,0,0,0
232,2014/11/25,303,3,0,3
233,2014/11/26,372,3,7,2
234,2014/11/27,384,3,8,4
235,2014/11/28,990,9,9,0
236,2014/12/1,913,9,1,3
237,2014/12/2,725,7,2,5
238,2014/12/3,76,0,7,6
239,2014/12/4,916,9,1,6
240,2014/12/5,384,3,8,4
241,2014/12/8,900,9,0,0
242,2014/12/9,312,3,1,2
243,2014/12/10,501,5,0,1
244,2014/12/11,840,8,4,0
245,2014/12/12,410,4,1,0
246,2014/12/15,511,5,1,1
247,2014/12/16,889,8,8,9
248,2014/12/17,235,2,3,5
249,2014/12/18,983,9,8,3
250,2014/12/19,929,9,2,9
251,2014/12/22,853,8,5,3
252,2014/12/23,330,3,3,0
253,2014/12/24,516,5,1,6
254,2014/12/25,728,7,2,8
255,2014/12/26,167,1,6,7
256,2014/12/29,537,5,3,7
257,2014/12/30,642,6,4,2
