No,date,Lottery_result,hundreds_place,tens_place,ones_place
216,2016/10/31,485,4,8,5
217,2016/11/1,643,6,4,3
218,2016/11/2,215,2,1,5
219,2016/11/3,306,3,0,6
220,2016/11/4,971,9,7,1
221,2016/11/7,721,7,2,1
222,2016/11/8,994,9,9,4
223,2016/11/9,687,6,8,7
224,2016/11/10,526,5,2,6
225,2016/11/11,623,6,2,3
226,2016/11/14,244,2,4,4
227,2016/11/15,697,6,9,7
228,2016/11/16,396,3,9,6
229,2016/11/17,899,8,9,9
230,2016/11/18,281,2,8,1
231,2016/11/21,722,7,2,2
232,2016/11/22,325,3,2,5
233,2016/12/21,651,6,5,1
234,2016/12/22,291,2,9,1
235,2016/12/23,153,1,5,3
236,2016/12/26,934,9,3,4
237,2016/12/27,837,8,3,7
238,2016/12/28,7,0,0,7
239,2016/12/29,415,4,1,5
240,2016/12/30,767,7,6,7
