No,date,Lottery_result,hundreds_place,tens_place,ones_place
222,2007/11/9,409,4,0,9
223,2007/11/12,638,6,3,8
224,2007/11/13,334,3,3,4
225,2007/11/14,785,7,8,5
226,2007/11/15,892,8,9,2
227,2007/11/16,679,6,7,9
228,2007/11/19,762,7,6,2
229,2007/11/20,652,6,5,2
230,2007/11/21,145,1,4,5
231,2007/11/22,13,0,1,3
232,2007/11/23,601,6,0,1
233,2007/11/26,781,7,8,1
234,2007/11/27,395,3,9,5
235,2007/11/28,373,3,7,3
236,2007/11/29,361,3,6,1
237,2007/11/30,326,3,2,6
238,2007/12/3,469,4,6,9
239,2007/12/4,517,5,1,7
240,2007/12/5,515,5,1,5
241,2007/12/6,426,4,2,6
242,2007/12/7,306,3,0,6
243,2007/12/10,839,8,3,9
244,2007/12/11,943,9,4,3
245,2007/12/12,580,5,8,0
246,2007/12/13,33,0,3,3
247,2007/12/14,579,5,7,9
248,2007/12/17,888,8,8,8
249,2007/12/18,761,7,6,1
250,2007/12/19,896,8,9,6
251,2007/12/20,538,5,3,8
252,2007/12/21,958,9,5,8
253,2007/12/24,768,7,6,8
254,2007/12/25,294,2,9,4
255,2007/12/26,304,3,0,4
256,2007/12/27,715,7,1,5
257,2007/12/28,182,1,8,2
