No,date,Lottery_result,hundreds_place,tens_place,ones_place
206,2010/10/18,680,6,8,0
207,2010/10/19,435,4,3,5
208,2010/10/20,611,6,1,1
209,2010/10/21,704,7,0,4
210,2010/10/22,932,9,3,2
211,2010/10/25,228,2,2,8
212,2010/10/26,207,2,0,7
213,2010/10/27,227,2,2,7
214,2010/10/28,666,6,6,6
215,2010/10/29,254,2,5,4
216,2010/11/1,204,2,0,4
217,2010/11/2,880,8,8,0
218,2010/11/3,895,8,9,5
219,2010/11/4,624,6,2,4
220,2010/11/5,676,6,7,6
221,2010/11/8,742,7,4,2
222,2010/11/9,503,5,0,3
223,2010/11/10,279,2,7,9
224,2010/11/11,692,6,9,2
225,2010/11/12,719,7,1,9
226,2010/11/15,656,6,5,6
227,2010/11/16,139,1,3,9
228,2010/11/17,703,7,0,3
229,2010/11/18,697,6,9,7
230,2010/11/19,345,3,4,5
231,2010/11/22,272,2,7,2
232,2010/11/23,153,1,5,3
233,2010/11/24,448,4,4,8
234,2010/11/25,731,7,3,1
235,2010/11/26,897,8,9,7
236,2010/11/29,920,9,2,0
237,2010/11/30,852,8,5,2
238,2010/12/1,355,3,5,5
239,2010/12/2,551,5,5,1
240,2010/12/3,206,2,0,6
241,2010/12/6,971,9,7,1
242,2010/12/7,947,9,4,7
243,2010/12/8,583,5,8,3
244,2010/12/9,74,0,7,4
245,2010/12/10,943,9,4,3
246,2010/12/13,180,1,8,0
247,2010/12/14,435,4,3,5
248,2010/12/15,393,3,9,3
249,2010/12/16,665,6,6,5
250,2010/12/17,69,0,6,9
251,2010/12/20,810,8,1,0
252,2010/12/21,554,5,5,4
253,2010/12/22,819,8,1,9
254,2010/12/23,16,0,1,6
255,2010/12/24,157,1,5,7
256,2010/12/27,384,3,8,4
257,2010/12/28,176,1,7,6
258,2010/12/29,749,7,4,9
259,2010/12/30,349,3,4,9
