No,date,Lottery_result,hundreds_place,tens_place,ones_place
136,2004/9/21,812,8,1,2
137,2004/9/22,540,5,4,0
138,2004/9/23,522,5,2,2
139,2004/9/24,206,2,0,6
140,2004/9/27,374,3,7,4
141,2004/9/28,638,6,3,8
142,2004/9/29,804,8,0,4
143,2004/9/30,187,1,8,7
144,2004/10/1,374,3,7,4
145,2004/10/4,835,8,3,5
146,2004/10/5,945,9,4,5
147,2004/10/6,949,9,4,9
148,2004/10/7,391,3,9,1
149,2004/10/8,355,3,5,5
150,2004/10/11,697,6,9,7
151,2004/10/12,620,6,2,0
152,2004/10/13,670,6,7,0
153,2004/10/14,189,1,8,9
154,2004/10/15,266,2,6,6
155,2004/10/18,876,8,7,6
156,2004/10/19,335,3,3,5
157,2004/10/20,64,0,6,4
158,2004/10/21,499,4,9,9
159,2004/10/22,490,4,9,0
160,2004/10/25,945,9,4,5
161,2004/10/26,234,2,3,4
162,2004/10/27,353,3,5,3
163,2004/10/28,660,6,6,0
164,2004/10/29,754,7,5,4
165,2004/11/1,638,6,3,8
166,2004/11/2,699,6,9,9
167,2004/11/3,819,8,1,9
168,2004/11/4,295,2,9,5
169,2004/11/5,742,7,4,2
170,2004/11/8,400,4,0,0
171,2004/11/9,638,6,3,8
172,2004/11/10,299,2,9,9
173,2004/11/11,545,5,4,5
174,2004/11/12,196,1,9,6
175,2004/11/15,667,6,6,7
176,2004/11/16,582,5,8,2
177,2004/11/17,306,3,0,6
178,2004/11/18,684,6,8,4
179,2004/11/19,798,7,9,8
180,2004/11/22,94,0,9,4
181,2004/11/23,701,7,0,1
182,2004/11/24,65,0,6,5
183,2004/11/25,392,3,9,2
184,2004/11/26,588,5,8,8
185,2004/11/29,925,9,2,5
186,2004/11/30,189,1,8,9
187,2004/12/1,940,9,4,0
188,2004/12/2,133,1,3,3
189,2004/12/3,288,2,8,8
190,2004/12/6,301,3,0,1
191,2004/12/7,966,9,6,6
192,2004/12/8,616,6,1,6
193,2004/12/9,363,3,6,3
194,2004/12/10,662,6,6,2
195,2004/12/13,310,3,1,0
196,2004/12/14,609,6,0,9
197,2004/12/15,869,8,6,9
198,2004/12/16,377,3,7,7
199,2004/12/17,279,2,7,9
200,2004/12/20,799,7,9,9
201,2004/12/21,344,3,4,4
202,2004/12/22,82,0,8,2
203,2004/12/23,824,8,2,4
204,2004/12/24,95,0,9,5
205,2004/12/27,625,6,2,5
206,2004/12/28,497,4,9,7
207,2004/12/29,213,2,1,3
208,2004/12/30,815,8,1,5
