id,fiber_optic_internet,care_services,contract_2_years,family_discount,online_application,tenure,churn
6602171740,0,0,0,0,1,9,1
8699292762,0,0,0,0,0,33,0
5242409123,0,1,1,1,0,64,0
4770353461,0,0,0,0,1,8,1
2663306934,1,1,0,1,0,52,1
6910258230,1,1,0,0,0,44,0
2261086659,0,1,0,0,1,5,0
3262180523,0,0,0,0,0,32,1
7885597527,1,0,0,0,1,22,0
3335684556,1,0,1,0,0,42,1
1128495532,1,0,0,0,0,17,1
4271074548,0,1,1,1,0,72,0
3754371642,0,1,0,0,1,2,1
8514446947,0,1,0,0,1,1,1
4351514956,1,0,1,0,0,17,0
4684130054,1,1,1,1,0,69,0
4938261758,1,1,1,1,0,71,0
5640369857,0,1,1,0,1,9,0
7199617057,1,1,1,1,0,54,0
5283213854,1,0,1,0,0,21,0
1993651039,0,0,0,0,1,1,1
6972666839,1,0,0,0,1,13,0
3045484942,0,0,0,0,0,31,1
8031285425,0,1,0,0,1,10,1
7238368741,0,0,0,0,1,3,0
6778585247,0,0,0,0,1,2,1
1853558534,1,0,1,0,0,31,0
6393040456,1,1,1,1,0,68,0
3061611127,1,0,1,0,0,14,0
4550660033,1,0,1,0,0,22,1
8271147552,1,0,1,0,0,44,1
5415652638,0,1,1,1,0,53,1
6298420539,0,0,0,0,0,24,1
8562187334,1,1,1,1,0,72,1
8905296130,0,1,0,1,0,51,1
5200073534,1,0,0,0,0,32,0
1007308256,0,0,0,0,0,17,0
2938164950,1,1,1,1,0,58,0
6881607236,0,0,0,0,1,1,1
7580468652,1,1,1,1,0,52,0
5806540831,0,1,1,1,0,57,1
5877048646,0,1,1,1,0,72,0
6607603624,0,0,0,0,1,12,0
3363040942,0,1,0,0,1,1,1
4981534855,1,0,1,0,0,26,0
1853050733,0,0,0,0,1,2,1
4577400423,0,1,0,0,1,1,0
5023257640,0,0,0,0,1,30,0
5206022231,1,1,1,1,0,71,0
6737598940,0,0,0,0,1,6,0
8195647263,1,0,0,0,0,13,0
2489587260,0,0,0,0,1,3,1
6914173730,1,0,0,0,0,16,0
1147007459,1,1,1,1,0,62,0
6707251537,0,0,0,0,1,2,0
2219475359,1,1,1,1,0,66,0
8757352545,1,0,0,0,0,17,1
4478586724,1,1,1,1,0,65,0
5185184359,1,1,1,1,0,55,0
5921610224,1,0,0,0,0,19,0
3289536544,0,1,1,1,0,71,0
1245032925,1,0,0,0,1,28,0
8316263847,0,0,0,0,0,47,1
5501307434,0,0,0,0,1,2,1
1859225551,0,1,0,1,1,8,0
5900245664,1,1,1,1,0,48,0
3896624664,0,1,1,1,0,60,0
4453105043,1,0,1,0,0,40,0
1326135929,1,1,1,1,0,72,0
4305553150,1,1,1,0,0,22,1
8528069940,1,1,1,1,0,72,1
7650346861,0,0,0,0,0,42,1
2924381531,0,1,1,1,0,72,1
1620485226,0,1,1,1,0,63,1
5422472939,1,1,1,1,0,56,0
1648324435,0,0,0,0,1,10,1
3413411444,0,0,1,0,0,26,0
5808347727,1,0,0,0,0,19,0
4343055561,1,1,1,1,0,56,1
6560090835,0,1,1,1,0,71,0
3552026743,1,1,1,1,0,50,0
2284038442,0,0,0,0,1,1,1
6756571065,0,0,0,0,1,6,1
7402537129,0,1,1,1,0,56,0
1128256958,0,0,0,0,1,1,1
6216686760,0,0,0,0,1,1,1
2614199653,0,0,0,0,1,9,0
7780599555,1,1,1,1,0,71,0
1615318851,1,1,1,1,0,58,0
5719403457,1,1,1,1,0,59,1
6851186228,0,1,1,1,0,64,0
5096648850,0,0,0,0,0,40,1
7107290832,0,0,0,0,1,32,0
2704275449,0,1,0,0,1,5,0
1849352859,0,1,0,0,1,10,0
1576372123,0,0,0,0,0,16,1
5915049726,1,1,1,1,0,70,0
1901366534,1,1,0,0,0,33,0
3688224226,0,0,0,0,1,1,1
1315240258,0,0,0,0,1,5,1
5147170341,0,0,0,0,1,3,1
3687164753,0,0,0,0,1,1,1
4287657624,1,1,1,1,0,50,0
6816273958,0,1,1,1,0,67,1
3637525251,0,0,0,0,1,33,0
7084355148,0,1,0,0,1,6,0
6742271022,0,1,1,1,0,54,0
7293053041,1,1,0,1,0,24,0
2418471623,0,0,0,0,1,1,1
5852638022,0,1,0,0,1,1,1
4065192136,1,1,1,1,0,59,0
1003213956,1,0,0,1,1,30,0
2900402040,0,1,1,1,0,72,0
1746438241,0,0,0,0,0,30,0
7449619642,1,0,0,0,0,13,0
5589687443,0,0,0,0,1,3,1
5848193764,0,0,0,0,1,3,0
8591367226,0,0,0,0,1,1,0
4068478559,0,1,1,1,0,65,1
7590034260,1,1,1,1,0,71,0
5828033952,0,1,0,0,0,36,1
8941337156,0,1,0,0,1,1,0
5393453844,0,0,0,0,1,1,0
5658334229,1,1,0,1,0,23,1
1608481755,0,1,1,1,0,72,0
8985465161,0,0,0,0,1,8,1
4859190123,1,1,1,0,0,41,1
4173651448,1,0,0,0,0,43,0
3913579244,0,0,0,0,0,17,0
7916159137,0,0,0,0,1,2,1
4502001043,1,1,1,1,0,62,0
5884109431,0,1,1,0,0,25,1
3479690333,0,1,1,1,0,69,1
5224382160,0,1,0,0,1,2,1
4504449843,1,1,1,1,0,72,0
2187199847,1,1,1,1,0,54,0
6769460536,1,1,1,1,0,65,0
5644209649,0,1,1,1,0,69,0
6238258451,0,0,0,0,1,8,1
7733012329,0,0,0,0,1,3,1
6407593737,0,1,1,1,0,57,0
5975470251,0,1,1,1,0,56,0
1685675023,0,0,0,0,1,4,1
7333516552,1,1,1,1,0,54,0
5500231330,1,1,0,1,0,49,1
4880672443,1,0,0,0,0,27,0
1643546529,1,0,0,0,1,20,0
5800369745,0,0,0,0,1,20,1
4245333534,0,0,0,0,1,5,1
1775462024,0,1,1,1,0,60,1
6088318153,0,0,0,0,1,1,1
3711601058,1,1,0,1,0,33,0
8034309737,0,1,1,1,0,58,1
1396128347,0,0,0,0,1,1,1
6298048338,0,0,0,0,1,20,0
2211259458,0,0,0,0,1,7,0
6357367149,1,0,1,0,1,30,0
4885191641,1,1,0,0,0,22,0
3778029429,0,0,0,0,1,6,1
5720071548,0,0,0,0,0,46,0
2901645143,1,1,1,1,0,51,0
4564465039,1,0,0,0,0,42,0
5683314632,1,0,0,0,0,17,1
5198120839,0,0,0,0,1,11,1
7750200338,0,0,0,0,1,2,1
2222433932,1,1,1,1,0,69,0
8060122939,0,1,0,0,0,34,1
2692511231,0,0,0,0,1,5,0
6048421454,1,1,1,1,0,55,0
3212438144,1,1,0,1,0,17,1
5838465433,1,1,1,1,0,70,0
7933449963,1,1,1,1,0,72,0
7785339646,1,1,1,1,0,56,0
6092534741,0,1,1,1,0,48,0
8911544445,1,0,1,0,0,37,0
5914488535,0,0,0,0,1,20,1
7127631126,1,1,1,1,0,54,0
3060664729,1,1,1,1,0,63,0
3449142660,1,1,1,0,0,23,0
6730588951,1,1,1,1,0,71,0
1687323360,1,1,1,1,0,65,0
7248225744,1,1,1,1,0,49,0
6086084348,0,0,0,0,1,1,1
5926405939,0,1,0,0,1,1,1
2048268929,1,1,1,1,0,72,0
4559428429,0,0,0,0,1,1,1
3301229946,0,0,0,0,1,2,1
7810574458,1,1,1,1,0,69,1
1479351565,1,1,0,0,0,16,0
6749565732,1,0,0,0,0,34,0
4521178652,0,0,0,0,1,12,1
6389608230,0,1,1,1,0,68,0
8865094357,0,0,0,0,1,3,1
5005108658,0,0,0,0,0,16,1
7448675837,0,1,1,1,0,72,0
6970035327,0,0,0,0,1,7,0
8760468724,1,1,0,0,0,13,0
1970525664,1,1,1,1,0,69,0
8475035848,0,1,1,1,0,64,0
2561274028,0,0,0,1,0,42,0
6401463829,0,1,0,0,0,33,1
6447701729,1,0,0,0,0,13,0
6976211037,1,0,0,0,0,40,0
1332128948,1,1,1,1,0,62,0
6911258230,1,1,0,0,0,44,0
3494567923,0,0,1,0,0,43,0
7854530427,0,0,0,0,1,1,1
8753469851,0,0,0,0,1,6,0
6606603624,0,0,0,0,1,12,0
5304439530,1,1,0,0,0,39,1
7726224662,1,1,1,0,0,15,0
3033479857,1,1,1,1,0,52,0
7762632948,0,1,1,1,0,55,0
3059535244,0,0,0,0,1,5,1
5087071838,1,0,0,0,0,26,0
6960032128,1,1,1,1,0,54,1
6970198139,0,0,0,0,1,12,1
1742483441,0,0,0,0,1,24,0
3595232724,1,1,1,0,0,25,0
3849223822,1,1,1,0,1,44,0
3222068740,0,0,0,0,1,2,1
1160464826,1,0,1,0,0,32,0
7088269944,0,0,0,0,1,1,1
1544419053,1,1,1,1,0,70,0
4428375255,1,1,0,1,0,42,1
4950144340,0,0,0,0,1,4,1
5533180454,0,0,0,0,1,23,1
5409150622,1,1,1,1,0,71,0
6597170465,0,0,0,0,1,4,1
2898282359,0,0,0,0,1,1,0
6521603332,0,1,0,0,1,5,1
3777680231,0,1,0,0,0,45,1
7371632753,1,0,0,0,1,14,1
6589533341,0,0,0,0,1,1,1
2859543249,1,0,0,0,0,19,0
7581138234,1,1,1,1,0,64,0
2177048761,0,0,0,0,1,15,0
4068072648,1,1,0,1,0,22,0
2137566338,1,1,1,1,0,61,0
2366420964,0,1,1,1,0,72,1
1210345723,0,0,0,0,1,7,1
5514262034,1,0,0,0,0,17,0
1493109064,0,1,1,1,0,71,0
6584502558,0,0,0,0,1,12,0
7794083840,1,1,0,1,0,44,0
6663220838,0,1,0,0,1,10,0
6416679340,0,1,1,0,0,43,1
7633666159,0,0,0,0,1,35,0
8870517260,0,0,0,0,1,3,1
5914057248,0,0,0,0,0,11,0
7759085627,0,0,0,0,1,1,1
3646490840,1,0,0,0,1,22,0
7097136264,0,0,0,0,1,10,1
5995063458,1,1,1,0,0,40,1
4414555337,0,1,0,0,1,1,0
5291106128,0,0,0,0,0,10,1
3056042739,0,1,1,1,0,52,1
7053579624,1,1,1,1,0,71,0
4280168934,0,1,1,1,0,72,0
7619169745,0,1,1,1,0,66,1
8399664449,1,1,0,1,0,36,0
8820485443,1,1,1,1,0,48,0
2499246123,0,0,0,0,0,1,1
1589582526,1,0,0,0,0,19,0
3252144927,0,0,0,0,1,31,0
8826358423,1,1,0,0,0,31,1
7449233756,0,1,1,1,0,68,0
1120475764,0,0,0,0,1,2,1
6640321033,0,1,1,1,0,51,0
7579330453,1,1,0,1,0,15,0
3244243027,0,1,0,0,0,3,0
9001444351,1,0,0,0,0,15,1
6785594625,1,0,0,0,0,20,0
5167381922,0,0,0,0,0,4,0
8623314932,1,0,0,0,1,23,0
6318021049,0,1,1,1,0,64,0
5904166553,0,0,0,0,0,8,0
4167403336,0,0,0,0,1,7,0
6325175923,0,0,0,0,1,2,0
4136584550,0,1,1,1,0,62,1
8770526139,0,0,0,0,0,10,0
1116266737,0,1,1,1,0,63,1
7889579346,0,0,0,0,1,34,0
2784048542,0,0,0,0,1,8,1
3528515849,0,0,0,0,1,1,1
6989678863,0,0,0,0,0,13,1
5966627354,0,1,0,0,0,6,0
4837439050,0,1,1,1,0,72,0
1246445123,0,1,0,0,0,38,1
5757616652,0,0,0,0,1,4,1
8900343433,0,1,1,1,0,72,1
2560404733,0,0,0,0,0,11,0
5057179748,0,0,0,0,0,22,0
2373549658,0,1,1,0,0,44,1
2727325844,0,1,0,0,0,34,1
2132662141,1,1,1,1,0,72,1
3036251260,0,0,0,0,1,16,1
8392550550,0,1,1,1,0,67,0
5557354055,0,1,1,1,0,50,0
4392050040,0,0,1,0,0,34,0
4639694632,1,1,1,1,0,67,0
6105358322,0,0,0,0,0,9,0
5817386754,1,1,1,1,0,51,0
1423310243,1,1,1,1,0,50,0
2899402040,0,1,1,1,0,72,0
4348699225,0,1,1,1,0,64,0
8219695042,0,0,0,0,1,42,0
1884179542,0,0,0,0,1,10,1
4928542928,1,0,0,0,0,20,1
3954618634,0,1,1,1,0,68,1
3608329753,0,0,0,0,1,1,1
6311099224,1,1,0,1,0,13,0
8675590655,1,0,0,0,1,25,0
8489407633,1,1,1,1,0,49,1
6040668161,0,0,0,1,0,37,0
8920174357,0,0,0,0,0,3,1
6675304328,0,1,0,0,0,32,1
3716039746,0,0,0,0,0,33,0
4364466153,0,0,0,0,0,2,0
2243399832,1,1,1,1,0,72,1
4855448658,1,1,0,1,0,18,0
3227271861,1,1,0,1,0,32,0
5394453844,0,0,0,0,0,1,0
6660043952,0,1,0,0,0,35,1
2608568862,1,0,0,0,1,22,1
2728133228,0,0,0,0,0,2,1
6515283260,0,1,0,1,0,49,1
4608691723,0,0,0,0,0,5,0
1395574137,0,1,1,1,0,59,0
6167070349,0,1,0,0,0,2,0
8857247656,0,1,1,0,0,59,1
6423161764,0,1,0,0,0,35,1
6330486762,0,1,0,0,0,38,1
2695486363,1,1,1,1,0,48,0
4596110665,1,1,0,0,0,40,1
1723527851,0,0,0,0,1,8,1
6814233042,0,0,0,0,0,16,0
4660244447,0,0,0,0,1,14,1
2712376231,0,1,1,1,0,72,0
2595635558,0,0,0,0,1,9,0
3555357729,0,0,0,0,1,3,0
5266129351,0,0,0,0,0,20,0
6307214559,0,0,1,0,1,46,0
6717461230,0,0,0,0,0,3,1
7601087734,1,1,1,0,0,60,1
4836239864,0,1,0,0,0,6,0
1596594060,0,1,1,1,0,70,0
3409063043,0,1,0,0,0,43,1
8061271352,1,1,1,1,0,72,1
6690307332,1,0,0,1,0,45,0
8964023251,0,1,1,1,0,50,0
7555228227,0,0,0,0,0,8,0
7817179953,1,1,0,1,0,36,1
5991111924,1,0,1,0,0,19,1
2524504734,1,1,1,1,0,68,0
4269531922,1,1,0,1,0,30,0
3497498947,1,0,0,1,0,47,0
3295651242,0,0,0,0,1,2,1
8026615058,0,1,0,0,1,2,0
5916018757,1,0,0,0,0,20,0
7105371063,0,0,0,0,1,11,0
8710571245,0,0,1,0,0,32,0
5549352764,1,0,0,0,1,15,1
3349299753,0,1,0,0,0,9,0
8779191930,1,1,0,1,0,37,0
2248337050,1,1,1,1,0,71,0
7035344227,0,1,1,0,0,39,1
5311564131,1,1,0,0,0,33,0
1608357848,1,0,1,0,0,40,0
3999081148,1,1,0,1,1,42,0
7826002136,0,0,0,0,1,1,1
8115542439,0,0,0,0,1,2,1
2433374024,0,0,0,0,1,7,1
6071386451,1,1,1,1,0,68,0
1653629950,1,1,0,0,0,32,0
5707425545,1,1,1,1,0,57,0
3091701034,0,1,0,0,1,12,0
7909057924,0,1,0,0,0,2,0
3380521434,0,0,0,0,0,8,1
3878129554,1,0,1,0,1,24,0
5779140849,0,0,0,0,1,15,1
5076190725,0,1,1,1,0,72,1
3239030864,1,0,0,1,0,29,0
1249038024,0,0,1,0,1,17,0
3399565051,0,0,0,0,1,24,0
2104198830,0,0,0,0,1,17,1
3209393742,0,0,0,0,1,1,1
1317547664,0,1,1,1,0,69,1
4022246739,0,1,0,0,0,53,1
8573619849,0,1,1,1,0,52,0
5086069645,1,1,1,1,0,72,1
1271275738,0,0,0,0,1,10,1
2789250952,1,1,1,1,0,52,0
8829157538,0,0,0,0,1,12,1
5187529033,0,1,1,1,0,60,0
8112070745,0,0,1,0,0,27,0
5607093150,1,1,1,1,0,72,0
3393620731,0,0,0,0,1,6,1
4606071248,1,1,1,1,0,58,1
2656045559,1,1,1,1,0,61,0
1187032258,1,1,1,1,0,72,0
1606683842,0,0,0,0,0,2,1
5086341549,1,0,0,0,0,26,0
8102521057,0,1,0,0,0,10,0
3552089030,0,1,0,0,0,50,1
1748408646,0,1,0,0,0,1,0
6813206533,0,0,0,0,1,1,1
5519265629,1,0,0,0,0,13,0
4797131930,0,1,0,0,0,10,1
2030588062,0,1,0,0,0,49,1
7905477159,1,1,1,1,0,62,0
1062507226,0,0,0,0,1,15,1
6527460944,1,0,0,0,0,21,0
2517650053,0,1,0,0,0,42,1
3141432952,0,0,0,0,1,18,0
5124543056,0,0,0,0,1,9,1
3213587631,1,1,1,0,0,46,1
3755602257,1,1,0,0,0,43,1
8271261332,0,1,0,0,0,1,1
6800413337,0,0,0,0,1,24,0
1380201030,1,0,0,0,0,13,1
1374261624,1,0,0,0,1,18,0
3082519927,1,1,0,1,0,37,1
5856411758,0,0,0,0,0,34,0
3285392648,0,0,0,0,1,2,1
8491624860,0,0,0,0,0,1,1
6491132735,1,0,1,0,0,22,0
6236682525,0,1,1,1,0,67,0
1311401535,0,1,0,0,0,1,1
7516046939,1,1,0,1,0,44,0
1841193555,0,1,0,0,0,1,1
3861112764,1,1,0,1,0,26,1
4196537749,0,1,0,0,0,53,1
7446075959,0,1,0,0,0,1,0
1276357458,0,0,0,0,1,40,0
3986422056,0,0,0,0,1,3,1
5357021148,0,0,0,0,0,2,1
4026154861,1,1,0,1,0,31,1
1453026655,1,1,1,1,0,61,0
7897695346,0,0,0,0,0,9,0
7908167963,1,1,0,1,0,23,1
3211499339,0,0,0,0,0,6,0
2499338922,1,0,1,0,1,26,0
7668562739,1,0,0,0,0,22,1
3320406350,0,1,1,1,0,68,0
6843106352,0,0,0,0,0,23,1
3280554840,0,0,0,0,1,13,1
6947153423,0,0,0,0,1,8,1
5146465335,0,1,0,0,0,2,1
8476418222,0,1,0,0,0,28,1
5064528524,0,0,1,0,0,33,0
3149535339,0,1,1,0,0,4,0
1483073353,0,1,1,1,0,72,0
3246057142,1,1,0,1,0,47,1
7987042243,0,0,0,0,0,7,0
1455177965,0,0,0,0,1,1,1
7750022162,0,0,0,0,1,4,1
2046496532,1,1,1,1,0,71,1
4509339822,0,1,0,0,0,4,1
6183037548,0,0,0,0,0,37,0
1409018448,1,0,1,0,0,33,0
5900352955,0,1,1,0,0,46,1
2355343564,1,1,1,1,0,71,0
5294626739,1,1,1,1,0,62,0
3214302247,0,0,0,0,1,16,1
1241483522,0,0,0,0,1,9,1
7606149050,0,1,1,0,0,8,1
5919573729,1,1,1,1,0,61,0
7498098530,0,1,0,0,0,1,0
8855464265,0,1,1,1,0,72,1
4012694161,1,1,1,1,0,49,0
1090644629,0,0,0,0,0,41,0
8398664449,1,1,0,1,0,36,0
5082405864,0,0,0,0,1,1,0
1609357848,1,0,1,0,0,40,0
6964525339,0,1,0,1,0,54,1
6391065857,0,1,1,0,0,2,1
4992439937,1,0,0,0,0,37,0
3351364850,1,0,0,1,0,38,0
6303043165,1,1,1,0,0,61,1
6146551441,0,0,0,0,0,1,1
5413254158,1,1,1,1,0,62,0
7160554549,0,0,0,0,0,1,1
7482095833,0,0,0,0,0,7,1
8351644026,0,1,1,0,0,58,1
2252059344,0,0,0,0,0,30,0
4356285132,1,1,0,1,0,42,1
7245497650,1,1,0,0,0,40,1
4874564624,0,1,1,1,0,70,0
2492410324,0,0,0,0,1,2,1
2543253445,1,0,0,1,1,34,0
4461418523,0,1,1,1,0,63,0
1967666465,0,0,0,0,1,2,0
5532180454,0,0,0,0,1,23,1
3666633151,0,0,0,0,0,1,1
5577181156,1,1,1,1,0,72,1
4141458222,0,1,0,1,0,10,0
2473123260,0,1,1,1,0,61,0
7298515626,1,0,0,0,0,19,0
5001104823,0,0,0,0,1,12,1
7649348634,1,0,1,0,1,44,0
4441623058,0,1,0,0,0,54,1
2603415365,0,1,1,1,0,59,0
7328272933,0,0,0,0,0,1,0
7486113545,0,0,0,0,0,11,0
6188513727,0,0,0,0,1,3,0
6225421560,0,1,0,0,0,1,0
1035341726,1,1,1,1,0,70,1
8010477864,0,0,0,0,1,18,1
1024148035,0,1,1,1,0,71,0
7719070644,1,1,1,1,0,65,0
7816179953,1,0,0,1,0,36,0
4630589847,0,0,0,0,1,14,1
7523584128,1,1,1,1,0,63,0
