175,2019/9/5,1528,1,5,2,8
176,2019/9/6,8216,8,2,1,6
177,2019/9/9,7567,7,5,6,7
178,2019/9/10,9304,9,3,0,4
179,2019/9/11,4765,4,7,6,5
180,2019/9/12,0411,0,4,1,1
181,2019/9/13,5420,5,4,2,0
182,2019/9/16,5043,5,0,4,3
183,2019/9/17,3356,3,3,5,6
184,2019/9/18,3708,3,7,0,8
185,2019/9/19,8518,8,5,1,8
186,2019/9/20,3542,3,5,4,2
187,2019/9/23,1155,1,1,5,5
188,2019/9/24,1015,1,0,1,5
189,2019/9/25,1834,1,8,3,4
190,2019/9/26,1067,1,0,6,7
191,2019/9/27,8847,8,8,4,7
192,2019/9/30,9086,9,0,8,6
193,2019/10/1,0362,0,3,6,2
194,2019/10/2,9996,9,9,9,6
195,2019/10/3,7778,7,7,7,8
196,2019/10/4,0987,0,9,8,7
197,2019/10/7,7499,7,4,9,9
198,2019/10/8,0222,0,2,2,2
199,2019/10/9,5543,5,5,4,3
200,2019/10/10,8165,8,1,6,5
201,2019/10/11,0072,0,0,7,2
202,2019/10/14,0119,0,1,1,9
203,2019/10/15,5939,5,9,3,9
204,2019/10/16,8795,8,7,9,5
205,2019/10/17,5550,5,5,5,0
206,2019/10/18,1459,1,4,5,9
207,2019/10/21,0093,0,0,9,3
208,2019/10/22,3103,3,1,0,3
209,2019/10/23,8447,8,4,4,7
210,2019/10/24,8362,8,3,6,2
211,2019/10/25,7215,7,2,1,5
212,2019/10/28,7173,7,1,7,3
213,2019/10/29,8530,8,5,3,0
214,2019/10/30,2119,2,1,1,9
215,2019/10/31,3036,3,0,3,6
216,2019/11/1,8719,8,7,1,9
217,2019/11/4,8593,8,5,9,3
218,2019/11/5,5272,5,2,7,2
219,2019/11/6,1546,1,5,4,6
220,2019/11/7,0135,0,1,3,5
221,2019/11/8,6748,6,7,4,8
222,2019/11/11,6693,6,6,9,3
223,2019/11/12,5513,5,5,1,3
224,2019/11/13,9909,9,9,0,9
225,2019/11/14,1463,1,4,6,3
226,2019/11/15,4955,4,9,5,5
227,2019/11/18,6824,6,8,2,4
228,2019/11/19,9645,9,6,4,5
229,2019/11/20,1400,1,4,0,0
230,2019/11/21,8196,8,1,9,6
231,2019/11/22,2639,2,6,3,9
232,2019/11/25,6543,6,5,4,3
233,2019/11/26,2080,2,0,8,0
234,2019/11/27,6945,6,9,4,5
235,2019/11/28,7088,7,0,8,8
236,2019/11/29,8557,8,5,5,7
237,2019/12/2,4556,4,5,5,6
238,2019/12/3,3710,3,7,1,0
239,2019/12/4,0053,0,0,5,3
240,2019/12/5,7622,7,6,2,2
241,2019/12/6,2842,2,8,4,2
242,2019/12/9,9864,9,8,6,4
243,2019/12/10,9168,9,1,6,8
244,2019/12/11,7186,7,1,8,6
245,2019/12/12,0018,0,0,1,8
246,2019/12/13,8482,8,4,8,2
247,2019/12/16,0408,0,4,0,8
248,2019/12/17,6065,6,0,6,5
249,2019/12/18,6084,6,0,8,4
250,2019/12/19,8496,8,4,9,6
251,2019/12/20,1505,1,5,0,5
252,2019/12/23,1333,1,3,3,3
253,2019/12/24,4069,4,0,6,9
254,2019/12/25,6395,6,3,9,5
255,2019/12/26,4732,4,7,3,2
256,2019/12/27,2682,2,6,8,2
257,2019/12/30,9980,9,9,8,0
