51,2018/3/15,6566,6,5,6,6
52,2018/3/16,0015,0,0,1,5
53,2018/3/19,5637,5,6,3,7
54,2018/3/20,5593,5,5,9,3
55,2018/3/21,4378,4,3,7,8
56,2018/3/22,0662,0,6,6,2
57,2018/3/23,2752,2,7,5,2
58,2018/3/26,9923,9,9,2,3
59,2018/3/27,4445,4,4,4,5
60,2018/3/28,6562,6,5,6,2
61,2018/3/29,8823,8,8,2,3
62,2018/3/30,5424,5,4,2,4
63,2018/4/2,9304,9,3,0,4
64,2018/4/3,3794,3,7,9,4
65,2018/4/4,4950,4,9,5,0
66,2018/4/5,3940,3,9,4,0
67,2018/4/6,2896,2,8,9,6
68,2018/4/9,4115,4,1,1,5
69,2018/4/10,6359,6,3,5,9
70,2018/4/11,8549,8,5,4,9
71,2018/4/12,6818,6,8,1,8
72,2018/4/13,2560,2,5,6,0
73,2018/4/16,9991,9,9,9,1
74,2018/4/17,8323,8,3,2,3
75,2018/4/18,0593,0,5,9,3
76,2018/4/19,2166,2,1,6,6
77,2018/4/20,9161,9,1,6,1
78,2018/4/23,1125,1,1,2,5
79,2018/4/24,0035,0,0,3,5
80,2018/4/25,4198,4,1,9,8
81,2018/4/26,0796,0,7,9,6
82,2018/4/27,9631,9,6,3,1
83,2018/4/30,9814,9,8,1,4
84,2018/5/1,6951,6,9,5,1
85,2018/5/2,5135,5,1,3,5
86,2018/5/3,6884,6,8,8,4
87,2018/5/4,5507,5,5,0,7
88,2018/5/7,4336,4,3,3,6
89,2018/5/8,5108,5,1,0,8
90,2018/5/9,8670,8,6,7,0
91,2018/5/10,7807,7,8,0,7
92,2018/5/11,8659,8,6,5,9
93,2018/5/14,6485,6,4,8,5
94,2018/5/15,6515,6,5,1,5
95,2018/5/16,1143,1,1,4,3
96,2018/5/17,8202,8,2,0,2
97,2018/5/18,5468,5,4,6,8
98,2018/5/21,3636,3,6,3,6
99,2018/5/22,0621,0,6,2,1
100,2018/5/23,5297,5,2,9,7
101,2018/5/24,8310,8,3,1,0
102,2018/5/25,0621,0,6,2,1
103,2018/5/28,9095,9,0,9,5
104,2018/5/29,4696,4,6,9,6
105,2018/5/30,2307,2,3,0,7
106,2018/5/31,1641,1,6,4,1
107,2018/6/1,3031,3,0,3,1
108,2018/6/4,0411,0,4,1,1
109,2018/6/5,8009,8,0,0,9
110,2018/6/6,2374,2,3,7,4
111,2018/6/7,5382,5,3,8,2
112,2018/6/8,5935,5,9,3,5
113,2018/6/11,3076,3,0,7,6
114,2018/6/12,6657,6,6,5,7
115,2018/6/13,7993,7,9,9,3
116,2018/6/14,5121,5,1,2,1
117,2018/6/15,7711,7,7,1,1
118,2018/6/18,4113,4,1,1,3
119,2018/6/19,1762,1,7,6,2
120,2018/6/20,2309,2,3,0,9
121,2018/6/21,4698,4,6,9,8
122,2018/6/22,9473,9,4,7,3
123,2018/6/25,2079,2,0,7,9
124,2018/6/26,2154,2,1,5,4
125,2018/6/27,0185,0,1,8,5
126,2018/6/28,7693,7,6,9,3
127,2018/6/29,7835,7,8,3,5
128,2018/7/2,6807,6,8,0,7
129,2018/7/3,6830,6,8,3,0
130,2018/7/4,6894,6,8,9,4
131,2018/7/5,8943,8,9,4,3
132,2018/7/6,7278,7,2,7,8
133,2018/7/9,5452,5,4,5,2
134,2018/7/10,3155,3,1,5,5
135,2018/7/11,2336,2,3,3,6
136,2018/7/12,0555,0,5,5,5
137,2018/7/13,1963,1,9,6,3
138,2018/7/16,6817,6,8,1,7
139,2018/7/17,8652,8,6,5,2
140,2018/7/18,7908,7,9,0,8
141,2018/7/19,0774,0,7,7,4
142,2018/7/20,4061,4,0,6,1
143,2018/7/23,8827,8,8,2,7
144,2018/7/24,3127,3,1,2,7
145,2018/7/25,2850,2,8,5,0
146,2018/7/26,9125,9,1,2,5
147,2018/7/27,7015,7,0,1,5
148,2018/7/30,2120,2,1,2,0
149,2018/7/31,7706,7,7,0,6
150,2018/8/1,1776,1,7,7,6
151,2018/8/2,2323,2,3,2,3
152,2018/8/3,8989,8,9,8,9
153,2018/8/6,1265,1,2,6,5
154,2018/8/7,8946,8,9,4,6
155,2018/8/8,0278,0,2,7,8
156,2018/8/9,7212,7,2,1,2
157,2018/8/10,2355,2,3,5,5
158,2018/8/13,6376,6,3,7,6
159,2018/8/14,6563,6,5,6,3
160,2018/8/15,7870,7,8,7,0
161,2018/8/16,7395,7,3,9,5
162,2018/8/17,4838,4,8,3,8
163,2018/8/20,5136,5,1,3,6
164,2018/8/21,4411,4,4,1,1
165,2018/8/22,4651,4,6,5,1
166,2018/8/23,4820,4,8,2,0
167,2018/8/24,6673,6,6,7,3
168,2018/8/27,5950,5,9,5,0
169,2018/8/28,3646,3,6,4,6
170,2018/8/29,7005,7,0,0,5
171,2018/8/30,5464,5,4,6,4
172,2018/8/31,7319,7,3,1,9
173,2018/9/3,0659,0,6,5,9
174,2018/9/4,2814,2,8,1,4
175,2018/9/5,0181,0,1,8,1
176,2018/9/6,2906,2,9,0,6
177,2018/9/7,6006,6,0,0,6
178,2018/9/10,9054,9,0,5,4
179,2018/9/11,8823,8,8,2,3
180,2018/9/12,8008,8,0,0,8
181,2018/9/13,8677,8,6,7,7
182,2018/9/14,6159,6,1,5,9
183,2018/9/17,8088,8,0,8,8
184,2018/9/18,4045,4,0,4,5
185,2018/9/19,9052,9,0,5,2
186,2018/9/20,6804,6,8,0,4
187,2018/9/21,8691,8,6,9,1
188,2018/9/24,1824,1,8,2,4
189,2018/9/25,0887,0,8,8,7
190,2018/9/26,1894,1,8,9,4
191,2018/9/27,5457,5,4,5,7
192,2018/9/28,0973,0,9,7,3
193,2018/10/01,3331,3,3,3,1
194,2018/10/02,6709,6,7,0,9
195,2018/10/03,3268,3,2,6,8
196,2018/10/04,7598,7,5,9,8
197,2018/10/05,7964,7,9,6,4
198,2018/10/08,6401,6,4,0,1
199,2018/10/09,2536,2,5,3,6
200,2018/10/10,0222,0,2,2,2
201,2018/10/11,2742,2,7,4,2
202,2018/10/12,6371,6,3,7,1
203,2018/10/15,7978,7,9,7,8
204,2018/10/16,8342,8,3,4,2
205,2018/10/17,3009,3,0,0,9
206,2018/10/18,8879,8,8,7,9
207,2018/10/19,5834,5,8,3,4
208,2018/10/22,7104,7,1,0,4
209,2018/10/23,2475,2,4,7,5
210,2018/10/24,6768,6,7,6,8
211,2018/10/25,5804,5,8,0,4
212,2018/10/26,4399,4,3,9,9
213,2018/10/29,4157,4,1,5,7
214,2018/10/30,2909,2,9,0,9
215,2018/10/31,2068,2,0,6,8
216,2018/11/1,2290,2,2,9,0
217,2018/11/2,5444,5,4,4,4
218,2018/11/5,6009,6,0,0,9
219,2018/11/6,3709,3,7,0,9
220,2018/11/7,8931,8,9,3,1
221,2018/11/8,7759,7,7,5,9
222,2018/11/9,8407,8,4,0,7
223,2018/11/12,5175,5,1,7,5
224,2018/11/13,9404,9,4,0,4
225,2018/11/14,2901,2,9,0,1
226,2018/11/15,6456,6,4,5,6
227,2018/11/16,3743,3,7,4,3
228,2018/11/19,8590,8,5,9,0
229,2018/11/20,9611,9,6,1,1
230,2018/11/21,4959,4,9,5,9
231,2018/11/22,3501,3,5,0,1
232,2018/11/23,8309,8,3,0,9
233,2018/11/26,8038,8,0,3,8
234,2018/11/27,2945,2,9,4,5
235,2018/11/28,4460,4,4,6,0
236,2018/11/29,3789,3,7,8,9
237,2018/11/30,5479,5,4,7,9
238,2018/12/3,8323,8,3,2,3
239,2018/12/4,7127,7,1,2,7
240,2018/12/5,6135,6,1,3,5
241,2018/12/6,6525,6,5,2,5
242,2018/12/7,5785,5,7,8,5
243,2018/12/10,2621,2,6,2,1
244,2018/12/11,3299,3,2,9,9
245,2018/12/12,5384,5,3,8,4
246,2018/12/13,1350,1,3,5,0
247,2018/12/14,5853,5,8,5,3
248,2018/12/17,8564,8,5,6,4
249,2018/12/18,5146,5,1,4,6
250,2018/12/19,9225,9,2,2,5
251,2018/12/20,5575,5,5,7,5
252,2018/12/21,6828,6,8,2,8
253,2018/12/24,1631,1,6,3,1
254,2018/12/25,3724,3,7,2,4
255,2018/12/26,2822,2,8,2,2
256,2018/12/27,3002,3,0,0,2
257,2018/12/28,5231,5,2,3,1
