No,date,Lottery_result,hundreds_place,tens_place,ones_place
139,2022/7/15,359,3,5,9
140,2022/7/18,994,9,9,4
141,2022/7/19,459,4,5,9
142,2022/7/20,941,9,4,1
143,2022/7/21,217,2,1,7
144,2022/7/22,414,4,1,4
145,2022/7/25,370,3,7,0
146,2022/7/26,208,2,0,8
147,2022/7/27,47,0,4,7
148,2022/7/28,691,6,9,1
149,2022/7/29,705,7,0,5
150,2022/8/1,827,8,2,7
151,2022/8/2,890,8,9,0
152,2022/8/3,818,8,1,8
153,2022/8/4,475,4,7,5
154,2022/8/5,509,5,0,9
155,2022/8/8,546,5,4,6
156,2022/8/9,498,4,9,8
157,2022/8/10,257,2,5,7
158,2022/8/11,802,8,0,2
159,2022/8/12,731,7,3,1
160,2022/8/15,33,0,3,3
161,2022/8/16,624,6,2,4
162,2022/8/17,287,2,8,7
163,2022/8/18,302,3,0,2
164,2022/8/19,462,4,6,2
165,2022/8/22,849,8,4,9
166,2022/8/23,48,0,4,8
167,2022/8/24,877,8,7,7
168,2022/8/25,252,2,5,2
169,2022/8/26,514,5,1,4
170,2022/8/29,988,9,8,8
171,2022/8/30,879,8,7,9
172,2022/8/31,685,6,8,5
173,2022/9/1,353,3,5,3
174,2022/9/2,347,3,4,7
175,2022/9/5,591,5,9,1
176,2022/9/6,114,1,1,4
177,2022/9/7,892,8,9,2
178,2022/9/8,20,0,2,0
179,2022/9/9,566,5,6,6
180,2022/9/12,411,4,1,1
181,2022/9/13,170,1,7,0
182,2022/9/14,318,3,1,8
183,2022/9/15,988,9,8,8
184,2022/9/16,979,9,7,9
185,2022/9/19,445,4,4,5
186,2022/9/20,232,2,3,2
187,2022/9/21,281,2,8,1
188,2022/9/22,595,5,9,5
189,2022/9/23,278,2,7,8
190,2022/9/26,222,2,2,2
191,2022/9/27,443,4,4,3
192,2022/9/28,727,7,2,7
193,2022/9/29,274,2,7,4
194,2022/9/30,125,1,2,5
195,2022/10/3,394,3,9,4
196,2022/10/4,9,0,0,9
197,2022/10/5,146,1,4,6
198,2022/10/6,432,4,3,2
199,2022/10/7,31,0,3,1
200,2022/10/10,139,1,3,9
201,2022/10/11,601,6,0,1
202,2022/10/12,630,6,3,0
203,2022/10/13,280,2,8,0
204,2022/10/14,595,5,9,5
205,2022/10/17,763,7,6,3
206,2022/10/18,809,8,0,9
207,2022/10/19,2,0,0,2
208,2022/10/20,804,8,0,4
209,2022/10/21,570,5,7,0
210,2022/10/24,30,0,3,0
211,2022/10/25,46,0,4,6
212,2022/10/26,605,6,0,5
213,2022/10/27,850,8,5,0
214,2022/10/28,849,8,4,9
215,2022/10/31,986,9,8,6
216,2022/11/1,281,2,8,1
217,2022/11/2,746,7,4,6
218,2022/11/3,65,0,6,5
219,2022/11/4,763,7,6,3
220,2022/11/7,89,0,8,9
221,2022/11/8,800,8,0,0
222,2022/11/9,54,0,5,4
223,2022/11/10,394,3,9,4
224,2022/11/11,754,7,5,4
225,2022/11/14,659,6,5,9
226,2022/11/15,641,6,4,1
227,2022/11/16,824,8,2,4
228,2022/11/17,930,9,3,0
229,2022/11/18,947,9,4,7
230,2022/11/21,590,5,9,0
231,2022/11/22,348,3,4,8
232,2022/11/23,533,5,3,3
233,2022/11/24,438,4,3,8
234,2022/11/25,424,4,2,4
235,2022/11/28,754,7,5,4
236,2022/11/29,386,3,8,6
237,2022/11/30,589,5,8,9
238,2022/12/1,978,9,7,8
239,2022/12/2,447,4,4,7
240,2022/12/5,468,4,6,8
241,2022/12/6,658,6,5,8
242,2022/12/7,745,7,4,5
243,2022/12/8,671,6,7,1
244,2022/12/9,742,7,4,2
245,2022/12/12,636,6,3,6
246,2022/12/13,638,6,3,8
247,2022/12/14,799,7,9,9
248,2022/12/15,613,6,1,3
249,2022/12/16,559,5,5,9
250,2022/12/19,460,4,6,0
251,2022/12/20,229,2,2,9
252,2022/12/21,947,9,4,7
253,2022/12/22,35,0,3,5
254,2022/12/23,329,3,2,9
255,2022/12/26,857,8,5,7
256,2022/12/27,929,9,2,9
257,2022/12/28,958,9,5,8
258,2022/12/29,194,1,9,4
259,2022/12/30,953,9,5,3
