No,date,Lottery_result,hundreds_place,tens_place,ones_place
120,2025/6/20,536,5,3,6
121,2025/6/23,870,8,7,0
122,2025/6/24,652,6,5,2
123,2025/6/25,306,3,0,6
124,2025/6/26,458,4,5,8
125,2025/6/27,621,6,2,1
126,2025/6/30,149,1,4,9
127,2025/7/1,307,3,0,7
128,2025/7/2,897,8,9,7
129,2025/7/3,108,1,0,8
130,2025/7/4,407,4,0,7
131,2025/7/7,190,1,9,0
132,2025/7/8,614,6,1,4
133,2025/7/9,843,8,4,3
134,2025/7/10,364,3,6,4
135,2025/7/11,324,3,2,4
136,2025/7/14,588,5,8,8
137,2025/7/15,548,5,4,8
138,2025/7/16,693,6,9,3
139,2025/7/17,442,4,4,2
140,2025/7/18,601,6,0,1
141,2025/7/21,224,2,2,4
142,2025/7/22,168,1,6,8
143,2025/7/23,801,8,0,1
144,2025/7/24,671,6,7,1
145,2025/7/25,294,2,9,4
146,2025/7/28,648,6,4,8
147,2025/7/29,524,5,2,4
148,2025/7/30,491,4,9,1
149,2025/7/31,244,2,4,4
150,2025/8/1,808,8,0,8
151,2025/8/4,856,8,5,6
152,2025/8/5,361,3,6,1
153,2025/8/6,300,3,0,0
154,2025/8/7,207,2,0,7
155,2025/8/8,657,6,5,7
156,2025/8/11,090,0,9,0
157,2025/8/12,462,4,6,2
158,2025/8/13,766,7,6,6
159,2025/8/14,142,1,4,2
160,2025/8/15,486,4,8,6
161,2025/8/18,776,7,7,6
162,2025/8/19,631,6,3,1
163,2025/8/20,218,2,1,8
164,2025/8/21,741,7,4,1
165,2025/8/22,461,4,6,1
166,2025/8/25,313,3,1,3
167,2025/8/26,650,6,5,0
168,2025/8/27,38,0,3,8
169,2025/8/28,186,1,8,6
170,2025/8/29,805,8,0,5
171,2025/9/1,229,2,2,9
172,2025/9/2,275,2,7,5
173,2025/9/3,806,8,0,6
174,2025/9/4,131,1,3,1
175,2025/9/5,856,8,5,6
176,2025/9/8,572,5,7,2
177,2025/9/9,891,8,9,1
178,2025/9/10,777,7,7,7
179,2025/9/11,827,8,2,7
180,2025/9/12,411,4,1,1
181,2025/9/15,573,5,7,3
182,2025/9/16,672,6,7,2
183,2025/9/17,578,5,7,8
184,2025/9/18,368,3,6,8
185,2025/9/19,630,6,3,0
186,2025/9/22,64,0,6,4
187,2025/9/23,72,0,7,2
188,2025/9/24,55,0,5,5
189,2025/9/25,439,4,3,9
190,2025/9/26,49,0,4,9
191,2025/9/29,789,7,8,9
192,2025/9/30,194,1,9,4
193,2025/10/1,213,2,1,3
194,2025/10/2,936,9,3,6
195,2025/10/3,279,2,7,9
196,2025/10/6,523,5,2,3
197,2025/10/7,654,6,5,4
198,2025/10/8,404,4,0,4
199,2025/10/9,636,6,3,6
200,2025/10/10,708,7,0,8
201,2025/10/13,278,2,7,8
202,2025/10/14,404,4,0,4
203,2025/10/15,374,3,7,4
204,2025/10/16,157,1,5,7
205,2025/10/17,729,7,2,9
206,2025/10/20,518,5,1,8
207,2025/10/21,204,2,0,4
208,2025/10/22,139,1,3,9
209,2025/10/23,209,2,0,9
210,2025/10/24,472,4,7,2
211,2025/10/27,631,6,3,1
212,2025/10/28,656,6,5,6
213,2025/10/29,652,6,5,2
214,2025/10/30,13,0,1,3
215,2025/10/31,395,3,9,5
216,2025/11/3,810,8,1,0
217,2025/11/4,684,6,8,4
218,2025/11/5,344,3,4,4
219,2025/11/6,199,1,9,9
220,2025/11/7,289,2,8,9
221,2025/11/10,256,2,5,6
222,2025/11/11,758,7,5,8
223,2025/11/12,663,6,6,3
224,2025/11/13,790,7,9,0
225,2025/11/14,706,7,0,6
226,2025/11/17,567,5,6,7
227,2025/11/18,143,1,4,3
228,2025/11/19,379,3,7,9
229,2025/11/20,909,9,0,9
230,2025/11/21,619,6,1,9
231,2025/11/24,836,8,3,6
232,2025/11/25,873,8,7,3
233,2025/11/26,106,1,0,6
234,2025/11/27,861,8,6,1
235,2025/11/28,656,6,5,6
236,2025/12/1,886,8,8,6
237,2025/12/2,584,5,8,4
238,2025/12/3,156,1,5,6
239,2025/12/4,973,9,7,3
240,2025/12/5,835,8,3,5
241,2025/12/8,412,4,1,2
242,2025/12/9,735,7,3,5
243,2025/12/10,938,9,3,8
244,2025/12/11,270,2,7,0
245,2025/12/12,567,5,6,7
246,2025/12/15,355,3,5,5
247,2025/12/16,3,0,0,3
248,2025/12/17,249,2,4,9
249,2025/12/18,558,5,5,8
250,2025/12/19,837,8,3,7
251,2025/12/22,919,9,1,9
252,2025/12/23,112,1,1,2
253,2025/12/24,862,8,6,2
254,2025/12/25,319,3,1,9
255,2025/12/26,395,3,9,5
256,2025/12/29,89,0,8,9
257,2025/12/30,921,9,2,1










































































