No,date,Lottery_result,hundreds_place,tens_place,ones_place
144,2019/7/24,799,7,9,9
145,2019/7/25,64,0,6,4
146,2019/7/26,519,5,1,9
147,2019/7/29,477,4,7,7
148,2019/7/30,195,1,9,5
149,2019/7/31,980,9,8,0
150,2019/8/1,79,0,7,9
151,2019/8/2,791,7,9,1
152,2019/8/5,687,6,8,7
153,2019/8/6,912,9,1,2
154,2019/8/7,975,9,7,5
155,2019/8/8,859,8,5,9
156,2019/8/9,613,6,1,3
157,2019/8/12,596,5,9,6
158,2019/8/13,426,4,2,6
159,2019/8/14,882,8,8,2
160,2019/8/15,557,5,5,7
161,2019/8/16,254,2,5,4
162,2019/8/19,9,0,0,9
163,2019/8/20,554,5,5,4
164,2019/8/21,430,4,3,0
165,2019/8/22,297,2,9,7
166,2019/8/23,633,6,3,3
167,2019/8/26,848,8,4,8
168,2019/8/27,680,6,8,0
169,2019/8/28,246,2,4,6
170,2019/8/29,856,8,5,6
171,2019/8/30,43,0,4,3
172,2019/9/2,971,9,7,1
173,2019/9/3,874,8,7,4
174,2019/9/4,12,0,1,2
175,2019/9/5,773,7,7,3
176,2019/9/6,489,4,8,9
177,2019/9/9,32,0,3,2
178,2019/9/10,557,5,5,7
179,2019/9/11,169,1,6,9
180,2019/9/12,304,3,0,4
181,2019/9/13,910,9,1,0
182,2019/9/16,133,1,3,3
183,2019/9/17,323,3,2,3
184,2019/9/18,786,7,8,6
185,2019/9/19,583,5,8,3
186,2019/9/20,240,2,4,0
187,2019/9/23,825,8,2,5
188,2019/9/24,69,0,6,9
189,2019/9/25,665,6,6,5
190,2019/9/26,876,8,7,6
191,2019/9/27,286,2,8,6
192,2019/9/30,766,7,6,6
193,2019/10/1,597,5,9,7
194,2019/10/2,715,7,1,5
195,2019/10/3,635,6,3,5
196,2019/10/4,705,7,0,5
197,2019/10/7,902,9,0,2
198,2019/10/8,764,7,6,4
199,2019/10/9,361,3,6,1
200,2019/10/10,191,1,9,1
201,2019/10/11,207,2,0,7
202,2019/10/14,163,1,6,3
203,2019/10/15,393,3,9,3
204,2019/10/16,984,9,8,4
205,2019/10/17,814,8,1,4
206,2019/10/18,776,7,7,6
207,2019/10/21,808,8,0,8
208,2019/10/22,158,1,5,8
209,2019/10/23,822,8,2,2
210,2019/10/24,530,5,3,0
211,2019/10/25,175,1,7,5
212,2019/10/28,762,7,6,2
213,2019/10/29,716,7,1,6
214,2019/10/30,920,9,2,0
215,2019/10/31,134,1,3,4
216,2019/11/1,317,3,1,7
217,2019/11/4,465,4,6,5
218,2019/11/5,601,6,0,1
219,2019/11/6,219,2,1,9
220,2019/11/7,612,6,1,2
221,2019/11/8,153,1,5,3
222,2019/11/11,544,5,4,4
223,2019/11/12,961,9,6,1
224,2019/11/13,828,8,2,8
225,2019/11/14,831,8,3,1
226,2019/11/15,818,8,1,8
227,2019/11/18,275,2,7,5
228,2019/11/19,695,6,9,5
229,2019/11/20,363,3,6,3
230,2019/11/21,204,2,0,4
231,2019/11/22,94,0,9,4
232,2019/11/25,962,9,6,2
233,2019/11/26,118,1,1,8
234,2019/11/27,565,5,6,5
235,2019/11/28,491,4,9,1
236,2019/11/29,339,3,3,9
237,2019/12/2,448,4,4,8
238,2019/12/3,242,2,4,2
239,2019/12/4,895,8,9,5
240,2019/12/5,340,3,4,0
241,2019/12/6,694,6,9,4
242,2019/12/9,869,8,6,9
243,2019/12/10,436,4,3,6
244,2019/12/11,247,2,4,7
245,2019/12/12,844,8,4,4
246,2019/12/13,865,8,6,5
247,2019/12/16,491,4,9,1
248,2019/12/17,392,3,9,2
249,2019/12/18,626,6,2,6
250,2019/12/19,680,6,8,0
251,2019/12/20,325,3,2,5
252,2019/12/23,349,3,4,9
253,2019/12/24,79,0,7,9
254,2019/12/25,113,1,1,3
255,2019/12/26,914,9,1,4
256,2019/12/27,475,4,7,5
257,2019/12/30,721,7,2,1
