No,date,Lottery_result,hundreds_place,tens_place,ones_place
151,2021/8/2,239,2,3,9
152,2021/8/3,240,2,4,0
153,2021/8/4,696,6,9,6
154,2021/8/5,345,3,4,5
155,2021/8/6,163,1,6,3
156,2021/8/9,419,4,1,9
157,2021/8/10,599,5,9,9
158,2021/8/11,261,2,6,1
159,2021/8/12,745,7,4,5
160,2021/8/13,707,7,0,7
161,2021/8/16,746,7,4,6
162,2021/8/17,630,6,3,0
163,2021/8/18,144,1,4,4
164,2021/8/19,34,0,3,4
165,2021/8/20,862,8,6,2
166,2021/8/23,128,1,2,8
167,2021/8/24,841,8,4,1
168,2021/8/25,760,7,6,0
169,2021/8/26,987,9,8,7
170,2021/8/27,413,4,1,3
171,2021/8/30,412,4,1,2
172,2021/8/31,335,3,3,5
173,2021/9/1,502,5,0,2
174,2021/9/2,933,9,3,3
175,2021/9/3,99,0,9,9
176,2021/9/6,595,5,9,5
177,2021/9/7,59,0,5,9
178,2021/9/8,547,5,4,7
179,2021/9/9,916,9,1,6
180,2021/9/10,931,9,3,1
181,2021/9/13,40,0,4,0
182,2021/9/14,468,4,6,8
183,2021/9/15,32,0,3,2
184,2021/9/16,662,6,6,2
185,2021/9/17,714,7,1,4
186,2021/9/20,723,7,2,3
187,2021/9/21,114,1,1,4
188,2021/9/22,708,7,0,8
189,2021/9/23,975,9,7,5
190,2021/9/24,262,2,6,2
191,2021/9/27,275,2,7,5
192,2021/9/28,226,2,2,6
193,2021/9/29,610,6,1,0
194,2021/9/30,606,6,0,6
195,2021/10/1,910,9,1,0
196,2021/10/4,876,8,7,6
197,2021/10/5,33,0,3,3
198,2021/10/6,649,6,4,9
199,2021/10/7,716,7,1,6
200,2021/10/8,71,0,7,1
201,2021/10/11,473,4,7,3
202,2021/10/12,461,4,6,1
203,2021/10/13,642,6,4,2
204,2021/10/14,19,0,1,9
205,2021/10/15,968,9,6,8
206,2021/10/18,527,5,2,7
207,2021/10/19,491,4,9,1
208,2021/10/20,353,3,5,3
209,2021/10/21,722,7,2,2
210,2021/10/22,426,4,2,6
211,2021/10/25,970,9,7,0
212,2021/10/26,495,4,9,5
213,2021/10/27,488,4,8,8
214,2021/10/28,187,1,8,7
215,2021/10/29,236,2,3,6
216,2021/11/1,42,0,4,2
217,2021/11/2,265,2,6,5
218,2021/11/3,188,1,8,8
219,2021/11/4,63,0,6,3
220,2021/11/5,169,1,6,9
221,2021/11/8,576,5,7,6
222,2021/11/9,24,0,2,4
223,2021/11/10,905,9,0,5
224,2021/11/11,748,7,4,8
225,2021/11/12,635,6,3,5
226,2021/11/15,245,2,4,5
227,2021/11/16,313,3,1,3
228,2021/11/17,967,9,6,7
229,2021/11/18,802,8,0,2
230,2021/11/19,571,5,7,1
231,2021/11/22,363,3,6,3
232,2021/11/23,549,5,4,9
233,2021/11/24,448,4,4,8
234,2021/11/25,357,3,5,7
235,2021/11/26,931,9,3,1
236,2021/11/29,935,9,3,5
237,2021/11/30,840,8,4,0
238,2021/12/1,126,1,2,6
239,2021/12/2,398,3,9,8
240,2021/12/3,856,8,5,6
241,2021/12/6,75,0,7,5
242,2021/12/7,871,8,7,1
243,2021/12/8,570,5,7,0
244,2021/12/9,398,3,9,8
245,2021/12/10,540,5,4,0
246,2021/12/13,418,4,1,8
247,2021/12/14,702,7,0,2
248,2021/12/15,728,7,2,8
249,2021/12/16,74,0,7,4
250,2021/12/17,50,0,5,0
251,2021/12/20,245,2,4,5
252,2021/12/21,858,8,5,8
253,2021/12/22,365,3,6,5
254,2021/12/23,486,4,8,6
255,2021/12/24,69,0,6,9
256,2021/12/27,692,6,9,2
257,2021/12/28,553,5,5,3
258,2021/12/29,737,7,3,7
259,2021/12/30,131,1,3,1
